datahora,satelite,pais,estado,municipio,bioma,diasemchuva,precipitacao,riscofogo,latitude,longitude,frp
2017/01/11 17:26:00,AQUA_M-T,Brasil,RORAIMA,NORMANDIA,Amazonia,0,0.1,1,3.839,-59.978,
2017/01/11 17:26:00,AQUA_M-T,Brasil,RORAIMA,NORMANDIA,Amazonia,0,0.4,1,3.685,-60.229,
2017/01/11 17:26:00,AQUA_M-T,Brasil,RORAIMA,PACARAIMA,Amazonia,0,0.5,1,4.028,-60.465,
2017/01/11 17:26:00,AQUA_M-T,Brasil,RORAIMA,UIRAMUTA,Amazonia,0,0,1,4.465,-60.426,
2017/01/11 17:26:00,AQUA_M-T,Brasil,RORAIMA,PACARAIMA,Amazonia,0,0,1,3.837,-60.877,
2017/01/11 17:26:00,AQUA_M-T,Brasil,RORAIMA,UIRAMUTA,Amazonia,0,0,1,4.454,-60.365,
2017/01/11 17:26:00,AQUA_M-T,Brasil,RORAIMA,AMAJARI,Amazonia,0,0.3,1,3.855,-61.02,
2017/01/11 17:26:00,AQUA_M-T,Brasil,RORAIMA,PACARAIMA,Amazonia,0,0.4,1,4.039,-60.492,
2017/01/11 17:26:00,AQUA_M-T,Brasil,RORAIMA,PACARAIMA,Amazonia,0,0.4,1,4.05,-60.484,
2017/01/11 17:27:00,AQUA_M-T,Brasil,RORAIMA,UIRAMUTA,Amazonia,0,0,1,4.674,-60.379,
2017/01/04 17:20:00,AQUA_M-T,Brasil,RORAIMA,ALTO ALEGRE,Amazonia,0,2.2,0.8,3.418,-61.065,
2017/01/04 17:20:00,AQUA_M-T,Brasil,RORAIMA,ALTO ALEGRE,Amazonia,0,2.1,0.8,3.42,-61.052,
2017/01/15 17:02:00,AQUA_M-T,Brasil,RORAIMA,PACARAIMA,Amazonia,0,0.7,1,4.111,-60.541,
2017/01/15 17:02:00,AQUA_M-T,Brasil,RORAIMA,NORMANDIA,Amazonia,0,0.1,1,3.828,-59.704,
2017/02/10 17:39:00,AQUA_M-T,Brasil,RORAIMA,AMAJARI,Amazonia,0,0,0.7,3.628,-61.92,
2017/02/10 17:39:00,AQUA_M-T,Brasil,RORAIMA,UIRAMUTA,Amazonia,0,0,1,4.933,-60.518,
2017/02/10 17:39:00,AQUA_M-T,Brasil,RORAIMA,BONFIM,Amazonia,0,0,1,3.059,-60.434,
2017/01/20 17:20:00,AQUA_M-T,Brasil,RORAIMA,NORMANDIA,Amazonia,0,0,1,3.569,-60.034,
2017/01/20 17:20:00,AQUA_M-T,Brasil,RORAIMA,NORMANDIA,Amazonia,0,0,1,3.875,-59.758,
2017/01/20 17:20:00,AQUA_M-T,Brasil,RORAIMA,NORMANDIA,Amazonia,0,0,1,3.875,-59.776,
2017/01/20 17:20:00,AQUA_M-T,Brasil,RORAIMA,NORMANDIA,Amazonia,0,0,1,3.864,-59.768,
2017/01/20 17:20:00,AQUA_M-T,Brasil,RORAIMA,NORMANDIA,Amazonia,0,0,1,3.877,-59.747,
2017/01/20 17:20:00,AQUA_M-T,Brasil,RORAIMA,BONFIM,Amazonia,0,0,1,3.26,-60.131,
2017/01/20 17:20:00,AQUA_M-T,Brasil,RORAIMA,CAROEBE,Amazonia,0,0,0.5,1.093,-59.643,
2017/01/20 17:20:00,AQUA_M-T,Brasil,RORAIMA,CAROEBE,Amazonia,0,0.1,0.5,1.047,-59.6,
2017/01/20 17:20:00,AQUA_M-T,Brasil,RORAIMA,CAROEBE,Amazonia,0,0,0.5,1.091,-59.655,
2017/01/20 17:20:00,AQUA_M-T,Brasil,RORAIMA,UIRAMUTA,Amazonia,0,0.1,1,4.312,-60.334,
2017/01/20 17:20:00,AQUA_M-T,Brasil,RORAIMA,NORMANDIA,Amazonia,0,0,1,3.876,-59.765,
2017/01/20 17:20:00,AQUA_M-T,Brasil,RORAIMA,AMAJARI,Amazonia,0,0.2,0.3,3.629,-61.298,
2017/01/20 17:20:00,AQUA_M-T,Brasil,RORAIMA,NORMANDIA,Amazonia,0,0,1,4.124,-59.881,
2017/01/20 17:20:00,AQUA_M-T,Brasil,RORAIMA,NORMANDIA,Amazonia,0,0,1,3.878,-59.754,
2017/01/20 17:20:00,AQUA_M-T,Brasil,RORAIMA,PACARAIMA,Amazonia,0,0.3,1,4.089,-60.599,
2017/01/20 17:20:00,AQUA_M-T,Brasil,RORAIMA,NORMANDIA,Amazonia,0,0,1,3.872,-59.78,
2017/01/21 18:03:00,AQUA_M-T,Brasil,RORAIMA,ALTO ALEGRE,Amazonia,0,0.6,0.1,3.201,-61.151,
2017/02/03 17:33:00,AQUA_M-T,Brasil,RORAIMA,UIRAMUTA,Amazonia,0,0,1,4.852,-60.233,
2017/02/03 17:33:00,AQUA_M-T,Brasil,RORAIMA,PACARAIMA,Amazonia,0,0,0.9,4.333,-60.767,
2017/02/03 17:33:00,AQUA_M-T,Brasil,RORAIMA,UIRAMUTA,Amazonia,0,0,1,4.437,-60.367,
2017/02/03 17:33:00,AQUA_M-T,Brasil,RORAIMA,UIRAMUTA,Amazonia,0,0,1,4.854,-60.224,
2017/02/05 17:20:00,AQUA_M-T,Brasil,RORAIMA,PACARAIMA,Amazonia,0,1.1,1,3.817,-60.559,
2017/02/04 18:16:00,AQUA_M-T,Brasil,RORAIMA,PACARAIMA,Amazonia,0,0,0.8,4.292,-60.66,
2017/02/04 18:16:00,AQUA_M-T,Brasil,RORAIMA,PACARAIMA,Amazonia,0,0,0.8,4.292,-60.666,
2017/01/28 18:09:00,AQUA_M-T,Brasil,RORAIMA,AMAJARI,Amazonia,0,0.2,0.7,3.551,-61.009,
2017/02/01 17:45:00,AQUA_M-T,Brasil,RORAIMA,ALTO ALEGRE,Amazonia,0,2.2,0.1,3.169,-61.532,
2017/02/01 17:45:00,AQUA_M-T,Brasil,RORAIMA,AMAJARI,Amazonia,0,0.8,1,3.777,-61.076,
2017/01/24 16:56:00,AQUA_M-T,Brasil,RORAIMA,BOA VISTA,Amazonia,0,2.4,0.2,2.571,-60.886,
2017/01/24 16:56:00,AQUA_M-T,Brasil,RORAIMA,BOA VISTA,Amazonia,0,1.2,-999,2.815,-60.736,
2017/01/24 16:56:00,AQUA_M-T,Brasil,RORAIMA,BOA VISTA,Amazonia,0,1.3,-999,2.814,-60.728,
2017/01/25 17:39:00,AQUA_M-T,Brasil,RORAIMA,NORMANDIA,Amazonia,0,0.2,1,4.206,-59.876,
2017/01/27 17:26:00,AQUA_M-T,Brasil,RORAIMA,SAO LUIZ,Amazonia,0,0.3,0.5,0.781,-60.26,
2017/01/27 17:26:00,AQUA_M-T,Brasil,RORAIMA,CAROEBE,Amazonia,0,8.6,0,0.61,-59.694,
