datahora,satelite,pais,estado,municipio,bioma,diasemchuva,precipitacao,riscofogo,latitude,longitude,frp
2020/10/27 17:20:00,AQUA_M-T,Brasil,RORAIMA,CAROEBE,Amazonia,2,0.3,0.2,0.645,-59.578,24.2
2020/10/27 17:20:00,AQUA_M-T,Brasil,RORAIMA,UIRAMUTA,Amazonia,15,0,1,4.425,-60.011,6.8
2020/10/27 17:20:00,AQUA_M-T,Brasil,RORAIMA,IRACEMA,Amazonia,7,0,0.3,2.269,-61.554,26
2020/10/27 17:20:00,AQUA_M-T,Brasil,RORAIMA,CAROEBE,Amazonia,2,0.3,0.2,0.647,-59.566,23.1
2020/10/28 18:00:00,AQUA_M-T,Brasil,RORAIMA,AMAJARI,Amazonia,8,0.2,0.9,3.919,-61.441,42.9
2020/10/28 18:00:00,AQUA_M-T,Brasil,RORAIMA,AMAJARI,Amazonia,8,0.3,0.9,3.917,-61.453,33.2
2020/10/28 18:00:00,AQUA_M-T,Brasil,RORAIMA,AMAJARI,Amazonia,8,0.2,0.9,3.919,-61.433,27.1
2020/10/29 17:05:00,AQUA_M-T,Brasil,RORAIMA,MUCAJAI,Amazonia,8,20,0,2.557,-61.334,30.1
2020/10/30 17:50:00,AQUA_M-T,Brasil,RORAIMA,UIRAMUTA,Amazonia,2,0.8,0.3,4.59,-60.619,16.9
2020/10/30 17:50:00,AQUA_M-T,Brasil,RORAIMA,NORMANDIA,Amazonia,7,0.1,1,3.886,-59.83,38
2020/11/05 17:10:00,AQUA_M-T,Brasil,RORAIMA,AMAJARI,Amazonia,7,28.4,0,3.908,-61.4,12.5
2020/11/10 17:30:00,AQUA_M-T,Brasil,RORAIMA,RORAINOPOLIS,Amazonia,0,0,0,0.238,-60.606,12.5
2020/11/10 17:30:00,AQUA_M-T,Brasil,RORAIMA,UIRAMUTA,Amazonia,0,0,0,4.499,-60.488,4.6
